Sr. No.,STATE_NAME,DISTRICT_NAME,BLOCK_NAME,HABITATION_NAME,HAB_CODE,MASTER_FACILITY_DESC,ADDRESS,FILE_UPLOAD_DATE,MASTER_FACILITY_CATEGORY_NAME,SUB_CATEGORY,LATITUDE,LONGITUDE,Postcode_py,address_py
2714,Haryana,Gurgaon,Sohna,Badshahpur,64771,Bhaskar Hospital,"sohna raod, Badshahpur",29-Oct-19,Medical ,Bedded Hospital,28.395445,77.04648167,122012,"Sector 49, Gurgaon, Gurugram District, Haryana, 122012, India"
2715,Haryana,Gurgaon,Sohna,Badshahpur,64771,Sanjeevani Hospital,"Sohna road, Badshahpur",29-Oct-19,Medical ,Bedded Hospital,28.39674167,77.04621333,122012,"Badshahpur, Gurgaon, Gurugram District, Haryana, 122012, India"
2716,Haryana,Gurgaon,Sohna,Badshahpur,64771,Medway hospital ,badshapur,18-Sep-19,Medical ,Bedded Hospital,28.3897878,77.05288203,122101,"Sector 67, Sector 68, Gurgaon, Gurugram District, Haryana, 122101, India"
2717,Haryana,Gurgaon,Sohna,Badshahpur,64771,Vatika hospital,Badshahpur,29-Oct-19,Medical ,Bedded Hospital,28.39982,77.04534667,122012,"Sohna Road, Sector 49, Gurgaon, Gurugram District, Haryana, 122012, India"
2718,Haryana,Gurgaon,Sohna,Badshahpur,64771,Sona Devi Memorial Hospital,"Sohna Road, Badshahpur",29-Oct-19,Medical ,Bedded Hospital,28.39670667,77.04625333,122012,"Badshahpur, Gurgaon, Gurugram District, Haryana, 122012, India"
2719,Haryana,Hisar,Hansi-II,Khanda Kheri,544365,CHC,khanda kheri,11-Sep-19,Medical ,Community Health Centre,29.18891589,76.22623335,125038,"Bass, Hisar District, Haryana, India"
2720,Haryana,Jind,Narwana,Narwana,764213,Madical,Narwana,05-Aug-19,Medical ,Bedded Hospital,29.601695,76.12755333,126116,"Narwana, Jind District, Haryana, 126116, India"
2721,Haryana,Jind,Jind,Kharak Ramji,547555,hospital,kharakramji,12-Sep-19,Medical ,Community Health Centre,29.30514167,76.433215,126101,"CHC Kahrak Ramji, Jind - Gohana - Sonipat Expressway, Jind, Jind District, Haryana, 126101, India"
2722,Haryana,Panipat,Bapauli,Bapoli,96180,CHC,Bapoli,24-Aug-19,Medical ,Community Health Centre,29.32715667,77.08504167,132104,"Bapoli, Panipat District, Haryana, India"
2723,Haryana,Kaithal,Kaithal,Nawach,771635,samidayak kender,nouch,30-Aug-19,Medical ,Community Health Centre,29.9336156,76.44848739,136027,"Kaithal, Kaithal District, Haryana, India"
2724,Haryana,Bhiwani,Bawani Khera,barsi,107759,community health centre,Barsi,05-Sep-19,Medical ,Community Health Centre,29.044535,76.02039667,127032,"Barsi, Bawani Khera, Bhiwani District, Haryana, India"
2725,Haryana,Rewari,Khol At Rewari,KHALETA,542087,sub health centre ,Khaleta,23-Aug-19,Medical ,Community Health Centre,28.22856529,76.41658485,123103,"Rewari, Rewari District, Haryana, 123103, India"
2726,Haryana,Rewari,Jatusana,Jatusana,458154,upswasthaya centre,jatusana,14-Sep-19,Medical ,Community Health Centre,28.33347,76.53664667,123301,"Rewari, Rewari District, Haryana, 123301, India"
2727,Haryana,Yamuna Nagar,Chhachhrauli,Kot Mushtarka,582501,ayushmaan bharat health and wellness center,kot mushtarka,27-Aug-19,Medical ,Community Health Centre,30.32684051,77.41112884,135021,"Chhachhrauli, Yamunanagar District, Haryana, 135021, India"
2728,Haryana,Karnal,Gharaunda,Kutail,608540,college  of physioherapy hospital  kutail ,vill kutail ,07-Sep-19,Medical ,Community Health Centre,29.61860213,77.01358868,132001,"Karnal, Karnal District, Haryana, 132001, India"
2729,Haryana,Gurgaon,Gurgaon,Basai,109611,SGT Hospital Urban Centre Gurugram ,Basai to Garhi Harsaru Road ,02-Sep-19,Medical ,Bedded Hospital,28.45831017,76.97493447,122006,"Sector 37D, Gurgaon, Gurugram District, Haryana, 122006, India"
2730,Haryana,Gurgaon,Gurgaon,Basai,109611,Alfaa Hospital,Village Basai,14-Sep-19,Medical ,Bedded Hospital,28.45744335,76.98594766,122001,"Apni Vidhansabha, 2, Sub. Major Laxmi Chand Road, Sector 9B, Gurgaon, Gurugram District, Haryana, 122001, India"
2731,Haryana,Sirsa,Sirsa,Madho Singhana,640160,community health centre,sirsa ellenabad to Jamal road,11-Sep-19,Medical ,Community Health Centre,29.42745294,74.92845035,125055,"Ellenabad, Sirsa District, Haryana, India"
2732,Haryana,Karnal,Nilo Kheri,Bhaini Khurd,132944,community hospital,bhaini khurd,06-Sep-19,Medical ,Community Health Centre,29.75285,76.94809833,132116,"Nilokheri, Karnal District, Haryana, 132116, India"
2733,Haryana,Sonepat,Rai,Khatkar,552749,SUB HEALTH CENTER,KHATKAR,25-Aug-19,Medical ,Community Health Centre,28.8757925,77.16571765,131028,"Sersa, Sonipat, Sonipat District, Haryana, 131028, India"
2734,Haryana,Sonepat,Rai,Manoli,676819,SUB HEALTH CENTER,MANOLI,24-Aug-19,Medical ,Community Health Centre,28.90512049,77.18169093,131023,"Manoli, Sonipat, Sonipat District, Haryana, 131023, India"
2735,Haryana,Rewari,Khol At Rewari,ZAINABAD,1112054,Community health centre,Zainabad,23-Aug-19,Medical ,Community Health Centre,28.28337329,76.38189144,123411,"Rewari, Rewari District, Haryana, 123411, India"
2736,Haryana,Mohindergarh,Sihma,Tigra,1388523,medical,road bus stand,15-Sep-19,Medical ,Community Health Centre,28.1108,76.21829333,123021,"Sagarpur, Narnaul, Mahendragarh District, Haryana, 123021, India"
2737,Haryana,Sonepat,Ganaur,Kherigujar,555623,sub health center,kheri gujar,05-Sep-19,Medical ,Community Health Centre,29.1612639,76.96983376,131101,"Ganaur, Sonipat District, Haryana, 131101, India"
2738,Haryana,Rohtak,Sampla,Kheri Sampala,555723,community health centre,Kheri sampla,15-Sep-19,Medical ,Community Health Centre,28.76871237,76.76728517,124501,"CHC Sampla, Jhajjar Road and Bus Stand Road, Kharkhauda, Sampla, Rohtak District, Haryana, 124501, India"
2739,Haryana,Bhiwani,Tosham,Miran,702853,Community health center,Miran,08-Sep-19,Medical ,Community Health Centre,28.8407007,75.7365029,127043,"Tosham, Bhiwani District, Haryana, 127043, India"
2740,Haryana,Hisar,Narnaund,Mirchpur,703064,chc,mircpur,10-Sep-19,Medical ,Community Health Centre,29.31657699,76.17993322,125039,"Government Hospital , Mirchpur, SH10, Jind, Narnaund, Hisar District, Haryana, 125039, India"
2741,Haryana,Rewari,Rewari,MEERPUR,692661,cancer hospital,MEERPUR,21-Aug-19,Medical ,Bedded Hospital,28.24457348,76.68682796,123502,"Rewari, Rewari District, Haryana, 123502, India"
2742,Haryana,Charkhi Dadri,Badhra,Bhandwa,1262139,CHC,Bhandwa,10-Sep-19,Medical ,Community Health Centre,28.49952333,75.912645,123308,"Loharu, Bhiwani District, Haryana, 123308, India"
2743,Haryana,Charkhi Dadri,Badhra,Gopi,1262156,COMMUNITY HEALTH CENTER,GOPI,10-Sep-19,Medical ,Community Health Centre,28.54990351,75.95311563,127030,"CHC Gopi, MDR125, Kakroli Hukmi, Bhiwani, Charkhi Dadri District, Haryana, 127030, India"
2744,Haryana,Rewari,Khol At Rewari,MANDOLA,669963,community health center,mandola,04-Nov-19,Medical ,Community Health Centre,28.22692667,76.36225333,123103,"Rewari, Rewari District, Haryana, 123103, India"
2745,Haryana,Kaithal,Rajound,Titram,1060207,primary health centre,"Titram

",09-Sep-19,Medical ,Community Health Centre,29.72100883,76.40296737,136027,"Titram, Kaithal, Kaithal District, Haryana, India"
2746,Haryana,Gurgaon,Sohna,Ulhawas,1071537,Swastik hospital ,Ullawas,19-Sep-19,Medical ,Bedded Hospital,28.40544088,77.09190256,122011,"CRPF Road, Brahma City, Sohna, Gurugram District, Haryana, 122011, India"
2747,Haryana,Gurgaon,Sohna,Ulhawas,1071537,Indra Gandhi eye hospital ,Ullawas ,19-Sep-19,Medical ,Bedded Hospital,28.40968627,77.08875172,122011,"Sector 61, Sector 60, Sohna, Gurugram District, Haryana, 122011, India"
2748,Haryana,Yamuna Nagar,Chhachhrauli,Chhachhrauli,215872,COMMUNITY HEALTH CENTER,CHHACHHAROLI,24-Aug-19,Medical ,Community Health Centre,30.24053226,77.35929586,135103,"Civil Hospital ,Chhachhrauli, NH907, Chhachhrauli, Yamunanagar District, Haryana, 135103, India"
2749,Haryana,Hisar,Adampur,Mohabatpur,710841,Ayurvedic Hospital,Mohbatpur,13-Sep-19,Medical ,Community Health Centre,29.22113392,75.44546435,125052,"Adampur, Hisar District, Haryana, 125052, India"
2750,Haryana,Hisar,Adampur,Mohabatpur,710841,Sub Health Center,Mohbatpur,13-Sep-19,Medical ,Community Health Centre,29.22110718,75.44561548,125052,"Adampur, Hisar District, Haryana, 125052, India"
2751,Haryana,Palwal,Hathin,Gharot,1262390,homyopethic hospital,Gharoot,14-Sep-19,Medical ,Community Health Centre,28.0738285,77.21271696,121103,"Gharrot, Hathin, Palwal District, Haryana, 121103, India"
2752,Haryana,Rohtak,Lakhan Majra,chiri,228476,community health centre,chiri,15-Sep-19,Medical ,Community Health Centre,29.07281559,76.55684844,124514,"CHC, Chiri, SH16A, Lakhan Majra, Rohtak District, Haryana, 124514, India"
2753,Haryana,Hisar,Hisar I,Dabra,238902,Medical,"VPO- Sabra, Dist- Hisar",13-Sep-19,Medical ,Bedded Hospital,29.1191653,75.74665414,125001,"MDR108, Hisar, Hisar District, Haryana, 125001, India"
2754,Haryana,Hisar,Hisar I,Dabra,238902,Addar Hospital,"VPO- Sabra,Dist- Hisar",13-Sep-19,Medical ,Bedded Hospital,29.119043,75.7466896,125001,"MDR108, Hisar, Hisar District, Haryana, 125001, India"
2755,Haryana,Jhajjar,Jhajjar,Jhajjar,461705,Civil hospital jhajjar,jhajjar,30-Oct-19,Medical ,Bedded Hospital,28.60744372,76.6423146,124104,"Jhajjar, Jhajjar District, Haryana, 124104, India"
2756,Haryana,Jind,Jind,Darya Wala,251502,Aayusmaan bharat health velnes centre,Driyawala,12-Sep-19,Medical ,Bedded Hospital,29.34949625,76.23764291,126100,"Jind, Jind District, Haryana, 126100, India"
2757,Haryana,Sirsa,Rania,Mohamad Puria,709078,Community health center,Mohamadpuria ,08-Sep-19,Medical ,Community Health Centre,29.56597288,74.81425566,125076,"Mohmadpuria, Rania, Sirsa District, Haryana, 125076, India"
2758,Haryana,Palwal,Palwal,Chhaju Nagar,1262475,CH HIRALAL MEMORIAL HOSPITAL,CHHAJJU NAGAR,14-Sep-19,Medical ,Bedded Hospital,28.11326195,77.36708105,121102,"Chhajju Nagar, Palwal, Palwal District, Haryana, 121102, India"
2759,Haryana,Hisar,Adampur,Chuli Bagrian,235623,CHC,chuli bagaria,10-Sep-19,Medical ,Community Health Centre,29.29028747,75.38558573,125052,"Adampur, Hisar District, Haryana, 125052, India"
2760,Haryana,Sonepat,Rai,Badh Khalsa,62625,SUB HEALTH CENTRE,BADH KHALSA,24-Aug-19,Medical ,Community Health Centre,28.91237855,77.11738765,131023,"Badh Khalsa, Sonipat, Sonipat District, Haryana, 131023, India"
2761,Haryana,Panchkula,Raipur Rani,Raipur Rani,889659,CHC,Raipur rani,22-Aug-19,Medical ,Community Health Centre,30.58363165,77.02577024,134204,"Barwala, Panchkula District, Haryana, 134204, India"
2762,Haryana,Kurukshetra,Ladwa,Ladwa,612529,health centre ladwa,ladwa,22-Aug-19,Medical ,Community Health Centre,29.99625942,77.04474798,136132,"Ladwa, Kurukshetra District, Haryana, 136132, India"
2763,Haryana,Kurukshetra,Ladwa,Ladwa,612529,community health center ,ladwa,25-Oct-19,Medical ,Community Health Centre,29.99632833,77.0452,136132,"Ladwa, Kurukshetra District, Haryana, 136132, India"
2764,Haryana,Panchkula,Pinjore,Maranwala,681976,SimranHospital,marranwala,13-Sep-19,Medical ,Bedded Hospital,30.89729669,76.82809395,174103,"SH9, Krishangarh, Solan District, Himachal Pradesh, 174103, India"
2765,Haryana,Panchkula,Pinjore,Maranwala,681976,Wellness centre ,Marranwala,13-Sep-19,Medical ,Bedded Hospital,30.90130906,76.82972662,174103,"SH9, Krishangarh, Solan District, Himachal Pradesh, 174103, India"
2766,Haryana,Bhiwani,Bawani Khera,Jatai,456764,chc,jatai,05-Sep-19,Medical ,Community Health Centre,29.01475537,76.17587855,127041,"NH709A, Bawani Khera, Bhiwani District, Haryana, India"
2767,Haryana,Kurukshetra,Thanesar,Mathana 364,685737,community health centre,mathana ,17-Sep-19,Medical ,Community Health Centre,29.98337159,76.95257935,136118,"Mathana, Thanesar, Kurukshetra District, Haryana, India"
2768,Haryana,Hisar,Hisar-II,Mater Sham,687909,Aayurvedic DISPENSERY,Mattersham,13-Sep-19,Medical ,Community Health Centre,29.17921478,75.59534786,125005,"Matarsham, Balsamand, Hisar District, Haryana, 125005, India"
2769,Haryana,Karnal,Karnal,Pundrak,870028,community hospital,pundrak,07-Sep-19,Medical ,Community Health Centre,29.71982833,76.94165833,136027,"Gyanpura Colony, Rukanpur, Karnal, Karnal District, Haryana, India"
2770,Haryana,Yamuna Nagar,Chhachhrauli,Kharwan,550305,CHHABRA HOSPITAL PVT,KHARWAN,27-Aug-19,Medical ,Bedded Hospital,30.19762895,77.35998387,135003,"Chhachhrauli, Yamunanagar District, Haryana, India"
2771,Haryana,Bhiwani,Loharu,Loharu,629877,Jain Sai hospital,loharu,10-Sep-19,Medical ,Bedded Hospital,28.43280926,75.80159723,123200,"NH709, Loharu, Bhiwani District, Haryana, 123200, India"
2772,Haryana,Bhiwani,Loharu,Loharu,629877,sunglasses hospital ,Loharu ,11-Sep-19,Medical ,Bedded Hospital,28.42626752,75.8080506,123200,"Loharu, Bhiwani District, Haryana, 123200, India"
2773,Haryana,Yamuna Nagar,Radaur,Khajuri,540668, gov aayurvedik dispensary ,khajuri,27-Aug-19,Medical ,Community Health Centre,30.05262073,77.25686484,135001,"Yamunanagar, Jagadhri, Yamunanagar District, Haryana, 135001, India"
2774,Haryana,Sonepat,Gohana,Khanpur Kalan,546041,Medical,Khanpur Kalan ,16-Sep-19,Medical ,Bedded Hospital,29.15021354,76.80648627,131305,"Khanpur Kalan, Gohana, Sonipat District, Haryana, 131305, India"
2775,Haryana,Sirsa,Rania,Rania,910702,CHC,Rania,07-Sep-19,Medical ,Community Health Centre,29.52776552,74.83683456,125076,"Rania, Sirsa District, Haryana, 125076, India"
2776,Haryana,Rewari,Jatusana,Motla Kalan,718276,community health center ,motlakalan,15-Sep-19,Medical ,Community Health Centre,28.30241193,76.46963437,123411,"Rewari, Rewari District, Haryana, India"
2777,Haryana,Karnal,Karnal,Kharkwali,549281,primary helth centet,vpo Kharkali,01-Feb-20,Medical ,Bedded Hospital,29.60266113,76.97621763,132037,"Gharaunda, Karnal District, Haryana, 132037, India"
2778,Haryana,Bhiwani,Loharu,Loharu,629877,CHC LOHARU ,Loharu ,10-Sep-19,Medical ,Community Health Centre,28.42794177,75.8111088,127201,"Government Hospital Loharu, SH14, Loharu, Bhiwani District, Haryana, 127201, India"
2779,Haryana,Bhiwani,Loharu,Loharu,629877,duddi hospital,loharu,10-Sep-19,Medical ,Bedded Hospital,28.43317814,75.80302816,123200,"NH709, Loharu, Bhiwani District, Haryana, 123200, India"
2780,Haryana,Bhiwani,Loharu,Loharu,629877,nirmal children hospital ,Loharu ,10-Sep-19,Medical ,Bedded Hospital,28.42824609,75.80808068,123200,"Loharu, Bhiwani District, Haryana, 123200, India"
2781,Haryana,Kurukshetra,Ismailabad,Jhansa 299,1282882,community health centre,jhansa,25-Aug-19,Medical ,Community Health Centre,30.11479433,76.73610737,136130,"Duniya Majra, Ismailabad, Kurukshetra District, Haryana, 136130, India"
2782,Haryana,Sonepat,Murthal,Barauli,1282963,SUB HEALTH CENTRE,BARAULI,23-Aug-19,Medical ,Community Health Centre,29.01063374,77.16335296,131039,"Sonipat, Sonipat District, Haryana, India"
2783,Haryana,Faridabad,Faridabad,Kheri Khurd,555658,Health centre Kheri khurd,Village kheri khurd District Faridabad,23-Aug-19,Medical ,Community Health Centre,28.40887051,77.37301851,121001,"Faridabad, Faridabad District, Haryana, 121001, India"
2784,Haryana,Rewari,Nahar,KOSLI,582144,ECHS polyclinic kosli,Kosli,15-Sep-19,Medical ,Community Health Centre,28.40101227,76.48166465,123302,"SH22, Kosli, Rewari District, Haryana, India"
2785,Haryana,Rewari,Nahar,KOSLI,582144,Govt Hospital Kosli,Kosli,15-Sep-19,Medical ,Community Health Centre,28.40552497,76.48229691,123302,"GH Kosli, SH22, Kosli, Rewari District, Haryana, 123302, India"
2786,Haryana,Rewari,Nahar,BAHALA,70084,Sub primary health centre,Bahala,16-Sep-19,Medical ,Community Health Centre,28.41542572,76.29443437,124142,"MDR130, Kosli, Rewari District, Haryana, 124142, India"
2787,Haryana,Karnal,Gharaunda,Kohand,570400,Mata Kalawati Hospital Kohand,Village Kohand,07-Sep-19,Medical ,Bedded Hospital,29.49329833,76.96786167,132114,"Kohana, Gharaunda, Karnal District, Haryana, 132114, India"
2788,Haryana,Rohtak,Rohtak,Bahmanwas,71390,shaheed chandershekhar azad hospital,brahamwas,17-Sep-19,Medical ,Bedded Hospital,28.97180808,76.62959418,124001,"Rohtak, Rohtak District, Haryana, 124001, India"
2789,Haryana,Karnal,Gharaunda,Dadlana,239949,Community Health Center Dadlana,Village Dadlana,08-Sep-19,Medical ,Community Health Centre,29.49383167,76.89343333,132140,"Dadlana, Gharaunda, Karnal District, Haryana, India"
2790,Haryana,Palwal,Hathin,Hudithal,1262397,chc,hudithal,15-Sep-19,Medical ,Community Health Centre,28.04583254,77.19106958,121103,"Aurangabad, Hathin, Palwal District, Haryana, 121103, India"
2791,Haryana,Palwal,Palwal,Jaindapur,1262504,Govt Ayurvedic Dispensary,Jaindapur,16-Sep-19,Medical ,Community Health Centre,28.20432833,77.206025,121102,"Palwal, Palwal District, Haryana, India"
2792,Haryana,Yamuna Nagar,Chhachhrauli,Khizrabad,558255,Santosh Hospital,New Bazaar Paunta Road,26-Aug-19,Medical ,Bedded Hospital,30.28534,77.495145,135021,"Chhachhrauli, Yamunanagar District, Haryana, 135021, India"
2793,Haryana,Yamuna Nagar,Chhachhrauli,Khizrabad,558255,Shri Guru Ishwar Dass Ji Nirwan Hospital,Paunta Road,26-Aug-19,Medical ,Bedded Hospital,30.283725,77.49234667,135021,"NH907, Chhachhrauli, Yamunanagar District, Haryana, 135021, India"
2794,Haryana,Rewari,Khol At Rewari,KHOL,559302,Community Health Center,Khol,22-Aug-19,Medical ,Community Health Centre,28.19715606,76.40073678,123103,"Manethi, Rewari, Rewari District, Haryana, 123103, India"
2795,Haryana,Ambala,Ambala,Khurchanpur,561985,community centre ,khurchanpur ,27-Aug-19,Medical ,Community Health Centre,30.25853123,76.59809908,133001,"Daudpur, Ambala, Ambala District, Haryana, India"
2796,Haryana,Hisar,Uklana,Uklana,1071067,medical ,uklana,10-Sep-19,Medical ,Community Health Centre,29.49795128,75.87795707,125113,"Government Hospital Uklana, SH2, Shankarpura, Uklana ST, Hisar District, Haryana, 125113, India"
2797,Haryana,Palwal,Palwal,Palwal,1262538,Guru nanak hospital ,Palwal ,15-Sep-19,Medical ,Bedded Hospital,28.14869058,77.33515926,121102,"Palwal, Palwal District, Haryana, 121102, India"
2798,Haryana,Palwal,Palwal,Palwal,1262538,civil hospital,palwal,16-Sep-19,Medical ,Bedded Hospital,28.1345387,77.327416,121102,"GH Palwal, NH919, Palwal, Palwal District, Haryana, 121102, India"
2799,Haryana,Kaithal,Kalayat,Kalayat,567583,Fifty Baded Hospital Kalayat,Kalayat,08-Sep-19,Medical ,Bedded Hospital,29.67307428,76.2499795,136117,"Civil Hospital Kalayat, Service road, Kalayat, Kaithal District, Haryana, 136117, India"
2800,Haryana,Karnal,Karnal,Darar,250260,Ayush Vibagh Haryana,"Darar , Karnal",04-Sep-19,Medical ,Community Health Centre,29.76127395,77.00595639,132041,"Daror, Karnal, Karnal District, Haryana, India"
2801,Haryana,Jhajjar,Jhajjar,Zahidpur,1112041,Sub Health Centre ,Zahidpur ,24-Aug-19,Medical ,Community Health Centre,28.50566993,76.70810156,124001,"Jhajjar, Jhajjar District, Haryana, India"
2802,Haryana,Hisar,Barwala,Banbhori,86162,medical,banbhori,09-Sep-19,Medical ,Bedded Hospital,29.40896935,76.04765371,125112,"Sandlana, Barwala, Hisar District, Haryana, 125112, India"
2803,Haryana,Sonepat,Mudlana,Jagsi,441769,chc,vpo jagsi,12-Sep-19,Medical ,Community Health Centre,29.24757671,76.65249497,131301,"Gohana, Sonipat District, Haryana, India"
2804,Haryana,Palwal,Palwal,Palwal,1262538,govt hospital,palwal,15-Sep-19,Medical ,Bedded Hospital,28.13591778,77.32682646,121102,"Civil Hospital, Palwal, NH919, Palwal, Palwal District, Haryana, 121102, India"
2805,Haryana,Sonepat,Kharkhauda,Khanda,544349,Lakshy Hospital and matrinity home,"khanda
",14-Sep-19,Medical ,Bedded Hospital,28.91283667,76.89208833,131402,"Sehri, Khanda, Kharkhoda, Sonipat District, Haryana, 131402, India"
2806,Haryana,Jhajjar,Sahlawas,Jamalpur,447628,CHC jamalpur,Jamalpur,24-Aug-19,Medical ,Community Health Centre,28.47844083,76.47147741,132114,"Birar, Matenhail, Jhajjar District, Haryana, India"
2807,Haryana,Karnal,Gharaunda,Bastara,112536,RP Welltar hospital Bastara ,Vill  Bastara ,07-Sep-19,Medical ,Bedded Hospital,29.57147291,76.98177248,132114,"Gharaunda, Karnal District, Haryana, 132114, India"
2808,Haryana,Bhiwani,Bawani Khera,bawani khera,116103,civil hospital,bawani khera,04-Sep-19,Medical ,Bedded Hospital,28.94454057,76.03416648,125032,"Bawani Khera, Bhiwani District, Haryana, 125032, India"
2809,Haryana,Panipat,Israna,Israna,436159,Dr Shanker Clinic,Israna,24-Aug-19,Medical ,Bedded Hospital,29.27342662,76.85097013,132107,"NH709, Israna, Panipat District, Haryana, India"
